priority,action,brand,current_formula_name,current_display_name,suggested_formula_name,suggested_display_name,species,format,life_stage,dog_size,source_priority,source_rank,data_source_url,formula_key,reasons
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Dog GastroIntestinal Low Fat,Royal Canin Vet Diet Dog GastroIntestinal Low Fat 1.5kg,Vet Diet Gastrointestinal Low Fat,Royal Canin Vet Diet Gastrointestinal Low Fat,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22257-royal-canin-vet-diet-dog-gastrointestinal-low-fat-15kg.html,royal-canin-vet-diet-dog-gastrointestinal-low-fat-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Dog Hepatic,Royal Canin Vet Diet Dog Hepatic 1.5kg,Vet Diet Hepatic,Royal Canin Vet Diet Hepatic,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22262-royal-canin-vet-diet-dog-hepatic-15kg.html,royal-canin-vet-diet-dog-hepatic-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Dog Hypoallergenic,Royal Canin Vet Diet Dog Hypoallergenic 2kg,Vet Diet Hypoallergenic,Royal Canin Vet Diet Hypoallergenic,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22236-royal-canin-vet-diet-dog-hypoallergenic-2kg.html,royal-canin-vet-diet-dog-hypoallergenic-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Dog Hypoallergenic Moderate Calorie,Royal Canin Vet Diet Dog Hypoallergenic Moderate Calorie 14kg,Vet Diet Hypoallergenic Moderate Calorie,Royal Canin Vet Diet Hypoallergenic Moderate Calorie,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22239-royal-canin-vet-diet-dog-hypoallergenic-moderate-calorie-14kg.html,royal-canin-vet-diet-dog-hypoallergenic-moderate-calorie-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Puppy GastroIntestinal,Royal Canin Vet Diet Puppy GastroIntestinal 1kg,Vet Diet Puppy Gastrointestinal,Royal Canin Vet Diet Puppy Gastrointestinal,dog,dry,puppy,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22255-royal-canin-vet-diet-puppy-gastrointestinal-1kg.html,royal-canin-vet-diet-puppy-gastrointestinal-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Dog Renal,Royal Canin Vet Diet Dog Renal 2kg,Vet Diet Renal,Royal Canin Vet Diet Renal,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22275-royal-canin-vet-diet-dog-renal-2kg.html,royal-canin-vet-diet-dog-renal-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Dog Satiety Weight Management,Royal Canin Vet Diet Dog Satiety Weight Management 1.5kg,Vet Diet Satiety Weight Management,Royal Canin Vet Diet Satiety Weight Management,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22283-royal-canin-vet-diet-dog-satiety-weight-management-15kg.html,royal-canin-vet-diet-dog-satiety-weight-management-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Dog Sensitivity Control,Royal Canin Vet Diet Dog Sensitivity Control 1.5kg,Vet Diet Sensitivity Control,Royal Canin Vet Diet Sensitivity Control,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22241-royal-canin-vet-diet-dog-sensitivity-control-15kg.html,royal-canin-vet-diet-dog-sensitivity-control-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Small Dog Hypoallergenic,Royal Canin Vet Diet Small Dog Hypoallergenic 1kg,Vet Diet Small Hypoallergenic,Royal Canin Vet Diet Small Hypoallergenic,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22240-royal-canin-vet-diet-small-dog-hypoallergenic-1kg.html,royal-canin-vet-diet-small-dog-hypoallergenic-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Small Dog Renal,Royal Canin Vet Diet Small Dog Renal 1.5kg,Vet Diet Small Renal,Royal Canin Vet Diet Small Renal,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22271-royal-canin-vet-diet-small-dog-renal-15kg.html,royal-canin-vet-diet-small-dog-renal-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Small Dog Satiety Weight Management,Royal Canin Vet Diet Small Dog Satiety Weight Management 1.5kg,Vet Diet Small Satiety Weight Management,Royal Canin Vet Diet Small Satiety Weight Management,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22282-royal-canin-vet-diet-small-dog-satiety-weight-management-15kg.html,royal-canin-vet-diet-small-dog-satiety-weight-management-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Small Dog Skin Care,Royal Canin Vet Diet Small Dog Skin Care 2kg,Vet Diet Small Skin Care,Royal Canin Vet Diet Small Skin Care,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22247-royal-canin-vet-diet-small-dog-skin-care-2kg.html,royal-canin-vet-diet-small-dog-skin-care-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Dog Urinary S/O,Royal Canin Vet Diet Dog Urinary S/O 13kg,Vet Diet Urinary S/O,Royal Canin Vet Diet Urinary S/O,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22291-royal-canin-vet-diet-dog-urinary-s-o-13kg.html,royal-canin-vet-diet-dog-urinary-s-o-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Urinary S/O Small Dog,Royal Canin Vet Diet Urinary S/O Small Dog 1.5kg,Vet Diet Urinary S/O Small,Royal Canin Vet Diet Urinary S/O Small,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/27165-royal-canin-vet-diet-urinary-s-o-small-dog-15kg.html,royal-canin-vet-diet-urinary-s-o-small-dog-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Vet Diet Dog Urinary UC Low P,Royal Canin Vet Diet Dog Urinary UC Low P 2kg,Vet Diet Urinary UC Low P,Royal Canin Vet Diet Urinary UC Low P,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22296-royal-canin-vet-diet-dog-urinary-uc-low-p-2kg.html,royal-canin-vet-diet-dog-urinary-uc-low-p-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Xsmall Adult,Royal Canin Xsmall Adult 1.5kg,Xsmall Adult,Royal Canin Xsmall Adult,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/5159-royal-canin-xsmall-adult-15kg.html,royal-canin-xsmall-adult-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Xsmall Ageing 12+,Royal Canin Xsmall Ageing 12+ 1.5kg,Xsmall Ageing 12+,Royal Canin Xsmall Ageing 12+,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/5163-royal-canin-xsmall-ageing-12-15kg.html,royal-canin-xsmall-ageing-12-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Xsmall Light Weight Care,Royal Canin Xsmall Light Weight Care 1.5kg,Xsmall Light Weight Care,Royal Canin Xsmall Light Weight Care,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/14024-royal-canin-xsmall-light-weight-care-15kg.html,royal-canin-xsmall-light-weight-care-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Xsmall Puppy,Royal Canin Xsmall Puppy 1.5kg,Xsmall Puppy,Royal Canin Xsmall Puppy,dog,dry,puppy,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/4698-royal-canin-xsmall-puppy-15kg.html,royal-canin-xsmall-puppy-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Xsmall Sterilised Adult,Royal Canin Xsmall Sterilised Adult 1.5kg,Xsmall Sterilised Adult,Royal Canin Xsmall Sterilised Adult,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/5165-royal-canin-xsmall-sterilised-adult-15kg.html,royal-canin-xsmall-sterilised-adult-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Yorkshire Adult,Royal Canin Yorkshire Adult 3kg,Yorkshire Adult,Royal Canin Yorkshire Adult,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/4694-royal-canin-yorkshire-adult-3kg.html,royal-canin-yorkshire-adult-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Royal Canin,Yorkshire Junior,Royal Canin Yorkshire Junior 1.5kg,Yorkshire Junior,Royal Canin Yorkshire Junior,dog,dry,puppy,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/4696-royal-canin-yorkshire-junior-15kg.html,royal-canin-yorkshire-junior-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Taste of the Wild,Appalachian Valley Small Breed,Taste of the Wild Appalachian Valley Small Breed 2kg,Appalachian Valley Small Breed,Taste of the Wild Appalachian Valley Small Breed,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/7725-taste-of-the-wild-appalachian-valley-small-breed-2kg.html,taste-of-the-wild-appalachian-valley-small-breed-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Taste of the Wild,Cat Rocky Mountain Ελάφι & Σολομός,Taste of the Wild Cat Rocky Mountain Ελάφι & Σολομός 2kg,Cat Rocky Mountain Ελάφι & Σολομός,Taste of the Wild Cat Rocky Mountain Ελάφι & Σολομός,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/7739-taste-of-the-wild-cat-rocky-mountain-elafi-solomos-2kg.html,taste-of-the-wild-cat-rocky-mountain-ελαφι-and-σολομοσ-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Taste of the Wild,High Praire Βίσωνας & Ελάφι,Taste of the Wild High Praire Βίσωνας & Ελάφι 12.2kg,High Praire Βίσωνας & Ελάφι,Taste of the Wild High Praire Βίσωνας & Ελάφι,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/11112-taste-of-the-wild-high-praire-visonas-elafi-122kg.html,taste-of-the-wild-high-praire-βισωνασ-and-ελαφι-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Taste of the Wild,Pacific Stream Σολομός,Taste of the Wild Pacific Stream Σολομός 12.2kg,Pacific Stream Σολομός,Taste of the Wild Pacific Stream Σολομός,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/11113-taste-of-the-wild-pacific-stream-solomos-122kg.html,taste-of-the-wild-pacific-stream-σολομοσ-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Taste of the Wild,Sierra Mountain Αρνί,Taste of the Wild Sierra Mountain Αρνί 12.2kg,Sierra Mountain Αρνί,Taste of the Wild Sierra Mountain Αρνί,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/11114-taste-of-the-wild-sierra-mountain-arni-122kg.html,taste-of-the-wild-sierra-mountain-αρνι-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Taste of the Wild,Southwest Canyon Αγριογούρουνο,Taste of the Wild Southwest Canyon Αγριογούρουνο 2kg,Southwest Canyon Αγριογούρουνο,Taste of the Wild Southwest Canyon Αγριογούρουνο,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/7730-taste-of-the-wild-southwest-canyon-agriogourouno-2kg.html,taste-of-the-wild-southwest-canyon-αγριογουρουνο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Taste of the Wild,Wetlands Πάπια,Taste of the Wild Wetlands Πάπια 2kg,Wetlands Πάπια,Taste of the Wild Wetlands Πάπια,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/7734-taste-of-the-wild-wetlands-papia-2kg.html,taste-of-the-wild-wetlands-παπια-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Tonus Dog Chow,Adult Αρνί,Tonus Dog Chow Adult Αρνί 2.5kg,Adult Αρνί,Tonus Dog Chow Adult Αρνί,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10432-tonus-dog-chow-adult-arni-25kg.html,tonus-dog-chow-adult-αρνι-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Tonus Dog Chow,Adult Κοτόπουλο,Tonus Dog Chow Adult Κοτόπουλο 2.5kg,Adult Κοτόπουλο,Tonus Dog Chow Adult Κοτόπουλο,dog,dry,adult,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10431-tonus-dog-chow-adult-kotopoulo-25kg.html,tonus-dog-chow-adult-κοτοπουλο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Tonus Dog Chow,Light Γαλοπούλα,Tonus Dog Chow Light Γαλοπούλα 2.5kg,Light Γαλοπούλα,Tonus Dog Chow Light Γαλοπούλα,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10435-tonus-dog-chow-light-galopoula-25kg.html,tonus-dog-chow-light-γαλοπουλα-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Tonus Dog Chow,Puppy Κοτόπουλο,Tonus Dog Chow Puppy Κοτόπουλο 2.5kg,Puppy Κοτόπουλο,Tonus Dog Chow Puppy Κοτόπουλο,dog,dry,puppy,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10428-tonus-dog-chow-puppy-kotopoulo-25kg.html,tonus-dog-chow-puppy-κοτοπουλο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Tonus Dog Chow,Sensitive Σολομός,Tonus Dog Chow Sensitive Σολομός 2.5kg,Sensitive Σολομός,Tonus Dog Chow Sensitive Σολομός,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10434-tonus-dog-chow-sensitive-solomos-25kg.html,tonus-dog-chow-sensitive-σολομοσ-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Trainer,Natural Trainer Adult Κοτόπουλο,Natural Trainer Adult Κοτόπουλο 10kg,Natural Trainer Adult Κοτόπουλο,Trainer Natural Trainer Adult Κοτόπουλο,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/18658-natural-trainer-adult-kotopoulo-10kg.html,trainer-natural-trainer-adult-κοτοπουλο-cat-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Trainer,Natural Trainer Adult Sterilized Λευκά Κρέατα,Natural Trainer Adult Sterilized Λευκά Κρέατα 1.5kg,Natural Trainer Adult Sterilized Λευκά Κρέατα,Trainer Natural Trainer Adult Sterilized Λευκά Κρέατα,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/8778-natural-trainer-adult-sterilized-lefka-kreata-15kg.html,trainer-natural-trainer-adult-sterilized-λευκα-κρεατα-cat-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Trainer,Natural Trainer Adult Sterilized Προσούτο,Natural Trainer Adult Sterilized Προσούτο 1.5kg,Natural Trainer Adult Sterilized Προσούτο,Trainer Natural Trainer Adult Sterilized Προσούτο,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/8783-natural-trainer-adult-sterilized-prosouto-15kg.html,trainer-natural-trainer-adult-sterilized-προσουτο-cat-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Trainer,Natural Trainer Adult Sterilized Σολομός,Natural Trainer Adult Sterilized Σολομός 1.5kg,Natural Trainer Adult Sterilized Σολομός,Trainer Natural Trainer Adult Sterilized Σολομός,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/8780-natural-trainer-adult-sterilized-solomos-15kg.html,trainer-natural-trainer-adult-sterilized-σολομοσ-cat-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Trainer,Natural Trainer Medium Adult Fresh Chicken,Natural Trainer Medium Adult Fresh Chicken 12kg,Natural Trainer Medium Adult Fresh Chicken,Trainer Natural Trainer Medium Adult Fresh Chicken,dog,dry,adult,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/8719-natural-trainer-medium-adult-fresh-chicken-12kg.html,trainer-natural-trainer-medium-adult-fresh-chicken-dog-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Trendline,Cat Sterilized Chicken,Trendline Cat Sterilized Chicken 15kg,Cat Sterilized Chicken,Trendline Cat Sterilized Chicken,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/19501-trendline-cat-sterilized-chicken-15kg.html,trendline-cat-sterilized-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Trendline,Kitten Chicken,Trendline Kitten Chicken 15kg,Kitten Chicken,Trendline Kitten Chicken,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/19500-trendline-kitten-chicken-15kg.html,trendline-kitten-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Trovet,Cat Renal & Oxalate,Trovet Cat Renal & Oxalate 2.5kg,Cat Renal & Oxalate,Trovet Cat Renal & Oxalate,cat,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/28475-trovet-cat-renal-oxalate-25kg.html,trovet-cat-renal-and-oxalate-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Trovet,Dog Hypoallergenic Lamb,Trovet Dog Hypoallergenic Lamb 10kg,Hypoallergenic Lamb,Trovet Hypoallergenic Lamb,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/29074-trovet-dog-hypoallergenic-lamb-10kg.html,trovet-dog-hypoallergenic-lamb-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Vet Expert,Hypoallergenic Dog Ultra,Vet Expert Hypoallergenic Dog Ultra 2kg,Hypoallergenic Ultra,Vet Expert Hypoallergenic Ultra,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/27940-vet-expert-hypoallergenic-dog-ultra-2kg.html,vet-expert-hypoallergenic-dog-ultra-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Vet Expert,Raw Paleo Adult Μini Beef,Vet Expert Raw Paleo Adult Μini Beef 2kg,Raw Paleo Adult Μini Beef,Vet Expert Raw Paleo Adult Μini Beef,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/27931-vet-expert-raw-paleo-adult-mini-beef-2kg.html,vet-expert-raw-paleo-adult-μini-beef-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Vidok,Plus+ με Κοτόπουλο,Vidok Plus+ με Κοτόπουλο 15kg,Plus+ Με Κοτόπουλο,Vidok Plus+ Με Κοτόπουλο,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28186-vidok-plus-me-kotopoulo-15kg.html,vidok-plus-με-κοτοπουλο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Wellfed,InstinCat Baby & Young,Wellfed InstinCat Baby & Young 300gr,Instincat Baby & Young,Wellfed Instincat Baby & Young,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/30113-wellfed-instincat-baby-young-300gr.html,wellfed-instincat-baby-and-young-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Wellfed,InstinCat Chicken & Salmon,Wellfed InstinCat Chicken & Salmon 300gr,Instincat Chicken & Salmon,Wellfed Instincat Chicken & Salmon,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/30117-wellfed-instincat-chicken-salmon-300gr.html,wellfed-instincat-chicken-and-salmon-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Wellness Core,Adult Ocean Σολομός & Τόνος,Wellness CORE Adult Ocean Σολομός & Τόνος 300gr,Adult Ocean Σολομός & Τόνος,Wellness Core Adult Ocean Σολομός & Τόνος,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/7584-wellness-core-adult-ocean-solomos-tonos-300gr.html,wellness-core-adult-ocean-σολομοσ-and-τονοσ-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Wellness Core,Adult Original Γαλοπούλα & Κοτόπουλο,Wellness CORE Adult Original Γαλοπούλα & Κοτόπουλο 4kg,Adult Original Γαλοπούλα & Κοτόπουλο,Wellness Core Adult Original Γαλοπούλα & Κοτόπουλο,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/20934-wellness-core-adult-original-galopoula-kotopoulo-4kg.html,wellness-core-adult-original-γαλοπουλα-and-κοτοπουλο-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Wellness Core,Healthy Weight Small Breed Γαλοπούλα,Wellness CORE Healthy Weight Small Breed Γαλοπούλα 1.5kg,Healthy Weight Small Breed Γαλοπούλα,Wellness Core Healthy Weight Small Breed Γαλοπούλα,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/7611-wellness-core-healthy-weight-small-breed-galopoula-15kg.html,wellness-core-healthy-weight-small-breed-γαλοπουλα-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Wellness Core,Sterilized Κοτόπουλο & Γαλοπούλα,Wellness CORE Sterilized Κοτόπουλο & Γαλοπούλα 1.75kg,Sterilized Κοτόπουλο & Γαλοπούλα,Wellness Core Sterilized Κοτόπουλο & Γαλοπούλα,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/7596-wellness-core-sterilized-kotopoulo-galopoula-175kg.html,wellness-core-sterilized-κοτοπουλο-and-γαλοπουλα-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Wellness Core,Sterilized Σολομός,Wellness CORE Sterilized Σολομός 1.75kg,Sterilized Σολομός,Wellness Core Sterilized Σολομός,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/7594-wellness-core-sterilized-solomos-175kg.html,wellness-core-sterilized-σολομοσ-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Whiskas,Adult Γεμιστές Κροκέτες με Τόνο,Whiskas Adult Γεμιστές Κροκέτες με Τόνο 14kg,Adult Γεμιστές Κροκέτες Με Τόνο,Whiskas Adult Γεμιστές Κροκέτες Με Τόνο,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/21537-whiskas-adult-gemistes-kroketes-me-tono-14kg.html,whiskas-adult-γεμιστεσ-κροκετεσ-με-τονο-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Briantos,Grain-Free Economy Pack 2 x 12kg,Briantos Grain-Free Economy Pack 2 x 12kg,Grain Free Economy Pack,Briantos Grain Free Economy Pack,dog,dry,puppy,,retailer,30,https://www.zooplus.com/shop/dogs/dry_dog_food/briantos/saver_packs/999078,briantos-grain-free-economy-pack-2-x-12kg-dog-dry-eu-retailer,formula_contains_pack_size;display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
